,hippieName,entry,geneID
14039,LCAP_HUMAN,Q9UIQ6,4012;
14040,ARHGP_HUMAN,Q86VW2,115557;
14041,SPTA2_HUMAN,Q13813,6709;
14042,RHBD3_HUMAN,Q9Y3P4,25807;
14043,NNAT_HUMAN,Q16517,4826;
14044,A2AP_HUMAN,P08697,5345;
14045,MAGG1_HUMAN,Q96MG7,56160;
14046,EVPL_HUMAN,Q92817,2125;
14047,NAT8_HUMAN,Q9UHE5,9027;
14048,TT21B_HUMAN,Q7Z4L5,79809;
14049,SKOR1_HUMAN,P84550,
14050,ZBTB9_HUMAN,Q96C00,221504;
14051,TSN33_HUMAN,Q86UF1,340348;
14052,DND1_HUMAN,Q8IYX4,373863;
14053,BACE1_HUMAN,P56817,23621;
14054,P5CR3_HUMAN,Q53H96,65263;
14055,PLIN1_HUMAN,O60240,5346;
14056,F117B_HUMAN,Q6P1L5,150864;
14057,PROM1_HUMAN,O43490,8842;
14058,ZDBF2_HUMAN,Q9HCK1,57683;
14059,CCD65_HUMAN,Q8IXS2,85478;
14060,STX4_HUMAN,Q12846,6810;
14061,AMMR1_HUMAN,Q9Y4X0,9949;
14062,SC6A5_HUMAN,Q9Y345,9152;
14063,MALL_HUMAN,Q13021,7851;
14064,CHMP5_HUMAN,Q9NZZ3,51510;
14065,RN115_HUMAN,Q9Y4L5,27246;
14066,BTBDG_HUMAN,Q32M84,118663;
14067,STK38_HUMAN,Q15208,11329;
14068,ERG28_HUMAN,Q9UKR5,11161;
14069,ZMAT3_HUMAN,Q9HA38,64393;
14070,NAB1_HUMAN,Q13506,4664;
14071,CC047_HUMAN,Q4G0G2,
14072,XKR4_HUMAN,Q5GH76,114786;
14073,ZN620_HUMAN,Q6ZNG0,253639;
14074,EMAL1_HUMAN,O00423,2009;
14075,ZN644_HUMAN,Q9H582,84146;
14076,NUD14_HUMAN,O95848,256281;
14077,CC157_HUMAN,Q569K6,550631;
14078,GLPA_HUMAN,P02724,2993;
14079,FA48A_HUMAN,Q8NEM7,55578;
14080,S27A6_HUMAN,Q9Y2P4,28965;
14081,SRR_HUMAN,Q9GZT4,63826;
14082,PEX3_HUMAN,P56589,8504;
14083,RAN_HUMAN,P62826,5901;
14084,TBC15_HUMAN,Q8TC07,64786;
14085,SRTD4_HUMAN,Q9NUC0,56256;
14086,GSDMD_HUMAN,P57764,79792;
14087,KIF22_HUMAN,Q14807,3835;
14088,PKHA7_HUMAN,Q6IQ23,144100;
14089,NEST_HUMAN,P48681,10763;
14090,WFDC5_HUMAN,Q8TCV5,149708;
14091,CAV1_HUMAN,Q03135,857;
14092,GABPA_HUMAN,Q06546,2551;
14093,NAA15_HUMAN,Q9BXJ9,80155;
14094,K1383_HUMAN,Q9P2G4,54627;
14095,RPB2_HUMAN,P30876,5431;
14096,TPH1_HUMAN,P17752,7166;
14097,FAM9A_HUMAN,Q8IZU1,171482;
14098,MOGS_HUMAN,Q13724,7841;
14099,CC153_HUMAN,Q494R4,283152;
14100,CV042_HUMAN,Q6IC83,150297;
14101,SRS11_HUMAN,Q05519,9295;
14102,CP4AM_HUMAN,Q5TCH4,284541;
14103,RAB37_HUMAN,Q96AX2,326624;
14104,GBG8_HUMAN,Q9UK08,94235;
14105,GRB14_HUMAN,Q14449,2888;
14106,GTPB1_HUMAN,O00178,9567;
14107,FREM1_HUMAN,Q5H8C1,158326;
14108,S41A1_HUMAN,Q8IVJ1,254428;
14109,CP013_HUMAN,Q96S19,84326;
14110,HYPM_HUMAN,O75409,25763;
14111,FCN1_HUMAN,O00602,2219;
14112,TOM22_HUMAN,Q9NS69,56993;
14113,YIPF4_HUMAN,Q9BSR8,84272;
14114,ZN566_HUMAN,Q969W8,84924;
14115,CATL1_HUMAN,P07711,1514;
14116,CHP2_HUMAN,O43745,63928;
14117,TATD2_HUMAN,Q93075,9797;
14118,PPB1_HUMAN,P05187,250;
14119,RABL5_HUMAN,Q9H7X7,64792;
14120,SMAD1_HUMAN,Q15797,4086;
14121,DHB4_HUMAN,P51659,3295;
14122,C1QL4_HUMAN,Q86Z23,338761;
14123,ATD3C_HUMAN,Q5T2N8,219293;
14124,CD24_HUMAN,P25063,100133941;
14125,BMR1B_HUMAN,O00238,658;
14126,GABT_HUMAN,P80404,18;
14127,HSPB2_HUMAN,Q16082,3316;
14128,2A5E_HUMAN,Q16537,5529;
14129,PHC2_HUMAN,Q8IXK0,1912;
14130,MAN1_HUMAN,Q9Y2U8,23592;
14131,MCF2_HUMAN,P10911,4168;
14132,EVI2B_HUMAN,P34910,2124;
14133,TAU_HUMAN,P10636,4137;
14134,FUT1_HUMAN,P19526,2523;
14135,PODN_HUMAN,Q7Z5L7,127435;
14136,LRIF1_HUMAN,Q5T3J3,55791;
14137,NARFL_HUMAN,Q9H6Q4,64428;
14138,M4K4_HUMAN,O95819,9448;
14139,TOX3_HUMAN,O15405,27324;
14140,CRKL_HUMAN,P46109,1399;
14141,MTF2_HUMAN,Q9Y483,22823;
14142,CE104_HUMAN,O60308,9731;
14143,ACPM_HUMAN,O14561,4706;
14144,WASH2_HUMAN,Q6VEQ5,
14145,DUS22_HUMAN,Q9NRW4,56940;
14146,F153A_HUMAN,Q9UHL3,285596;
14147,APBB2_HUMAN,Q92870,323;
14148,DYSF_HUMAN,O75923,8291;
14149,TECTA_HUMAN,O75443,7007;
14150,FARP1_HUMAN,Q9Y4F1,10160;
14151,PPWD1_HUMAN,Q96BP3,23398;
14152,E41LB_HUMAN,Q9H329,54566;
14153,SH2B1_HUMAN,Q9NRF2,25970;
14154,DCAF5_HUMAN,Q96JK2,8816;
14155,NCKX2_HUMAN,Q9UI40,25769;
14156,RL17_HUMAN,P18621,6139;
14157,CE024_HUMAN,Q7Z6I8,134553;
14158,IFN16_HUMAN,P05015,3449;
14159,S36A3_HUMAN,Q495N2,285641;
14160,XPF_HUMAN,Q92889,2072;
14161,VKGC_HUMAN,P38435,2677;
14162,LIFR_HUMAN,P42702,3977;
14163,SPF45_HUMAN,Q96I25,84991;
14164,T10IP_HUMAN,Q3SY00,254187;
14165,RTN4R_HUMAN,Q9BZR6,65078;
14166,GCSP_HUMAN,P23378,2731;
14167,CEL_HUMAN,P19835,
14168,ARGL1_HUMAN,Q9NWB6,55082;
14169,Z3H7B_HUMAN,Q9UGR2,23264;
14170,SIA7D_HUMAN,Q9H4F1,27090;
14171,REG1B_HUMAN,P48304,5968;
14172,F184B_HUMAN,Q9ULE4,27146;
14173,ACYP1_HUMAN,P07311,97;
14174,TRFL_HUMAN,P02788,4057;
14175,KCIP1_HUMAN,Q9NZI2,30820;
14176,VAPB_HUMAN,O95292,9217;
14177,COT2_HUMAN,P24468,7026;
14178,SNUT2_HUMAN,Q53GS9,10713;
14179,FPR1_HUMAN,P21462,2357;
14180,FAH2B_HUMAN,Q6P2I3,151313;
14181,NSL1_HUMAN,Q96IY1,25936;
14182,PAF_HUMAN,Q15004,9768;
14183,MTR1B_HUMAN,P49286,4544;
14184,PTMS_HUMAN,P20962,5763;
14185,GRIK1_HUMAN,P39086,2897;
14186,MBB1A_HUMAN,Q9BQG0,10514;
14187,S17A9_HUMAN,Q9BYT1,63910;
14188,SYTC_HUMAN,P26639,6897;
14189,RM47_HUMAN,Q9HD33,57129;
14190,GAGE5_HUMAN,Q13069,2576;2577;
14191,OBSCN_HUMAN,Q5VST9,84033;
14192,LNP_HUMAN,Q9C0E8,80856;
14193,K0020_HUMAN,Q15397,9933;
14194,MED14_HUMAN,O60244,9282;
14195,PROF2_HUMAN,P35080,5217;
14196,RBTN2_HUMAN,P25791,4005;
14197,SYAC_HUMAN,P49588,16;
14198,RET5_HUMAN,P82980,83758;
14199,ZN419_HUMAN,Q96HQ0,79744;
14200,COX7R_HUMAN,O14548,9167;
14201,RM36_HUMAN,Q9P0J6,64979;
14202,TNNT3_HUMAN,P45378,7140;
14203,PDK1_HUMAN,Q15118,5163;
14204,SOX_HUMAN,Q9P0Z9,51268;
14205,RL38_HUMAN,P63173,6169;
14206,RT09_HUMAN,P82933,64965;
14207,CP343_HUMAN,Q9HB55,64816;
14208,KS6A4_HUMAN,O75676,8986;
14209,OREX_HUMAN,O43612,3060;
14210,RNLS_HUMAN,Q5VYX0,55328;
14211,TRI33_HUMAN,Q9UPN9,51592;
14212,USF1_HUMAN,P22415,7391;
14213,VDAC3_HUMAN,Q9Y277,7419;
14214,HME2_HUMAN,P19622,2020;
14215,SNTB2_HUMAN,Q13425,6645;
14216,TPC6B_HUMAN,Q86SZ2,122553;
14217,CA198_HUMAN,Q9H425,84886;
14218,NAA11_HUMAN,Q9BSU3,84779;
14219,TM143_HUMAN,Q96AN5,55260;
14220,NDUAD_HUMAN,Q9P0J0,51079;
14221,CP2E1_HUMAN,P05181,1571;
14222,CG060_HUMAN,Q1RMZ1,154743;
14223,LRRN2_HUMAN,O75325,10446;
14224,TTC3_HUMAN,P53804,7267;
14225,HELT_HUMAN,A6NFD8,391723;
14226,DUS3L_HUMAN,Q96G46,56931;
14227,UBP46_HUMAN,P62068,64854;
14228,BAT1_HUMAN,P82251,11136;
14229,TBCEL_HUMAN,Q5QJ74,219899;
14230,M17L2_HUMAN,Q567V2,84769;
14231,SUV91_HUMAN,O43463,6839;
14232,SORL_HUMAN,Q92673,6653;
14233,DDX10_HUMAN,Q13206,1662;
14234,EDAD_HUMAN,Q8WWZ3,128178;
14235,FUT3_HUMAN,P21217,2525;
14236,SHQ1_HUMAN,Q6PI26,55164;
14237,ZN225_HUMAN,Q9UK10,7768;
14238,DCTN6_HUMAN,O00399,10671;
14239,LGR6_HUMAN,Q9HBX8,59352;
14240,MPI_HUMAN,P34949,4351;
14241,EIF3G_HUMAN,O75821,8666;
14242,BHMT1_HUMAN,Q93088,635;
14243,TITIN_HUMAN,Q8WZ42,7273;
14244,CDK16_HUMAN,Q00536,5127;
14245,DMRTB_HUMAN,Q96MA1,63948;
14246,ARHGG_HUMAN,Q5VV41,27237;
14247,TTC31_HUMAN,Q49AM3,64427;
14248,KRIP1_HUMAN,Q107X0,
14249,TGM1_HUMAN,P22735,7051;
14250,PANX1_HUMAN,Q96RD7,24145;
14251,IFT81_HUMAN,Q8WYA0,28981;
14252,HMGB3_HUMAN,O15347,3149;
14253,DHE4_HUMAN,P49448,2747;
14254,LEMD1_HUMAN,Q68G75,93273;
14255,SMAD3_HUMAN,P84022,4088;
14256,PZP_HUMAN,P20742,
14257,AT2B4_HUMAN,P23634,493;
14258,PALB2_HUMAN,Q86YC2,79728;
14259,HCD2_HUMAN,Q99714,3028;
14260,DHSA_HUMAN,P31040,6389;
14261,TXND3_HUMAN,Q8N427,51314;
14262,HAUS1_HUMAN,Q96CS2,115106;
14263,GLE1_HUMAN,Q53GS7,2733;
14264,EVI1_HUMAN,Q03112,2122;
14265,ZN621_HUMAN,Q6ZSS3,285268;
14266,RXRG_HUMAN,P48443,6258;
14267,D19L3_HUMAN,Q6ZPD9,147991;
14268,ZN227_HUMAN,Q86WZ6,7770;
14269,NEUR1_HUMAN,Q99519,4758;
14270,PLAC9_HUMAN,Q5JTB6,219348;
14271,GGTA1_HUMAN,Q4G0N0,
14272,DHR13_HUMAN,Q6UX07,147015;
14273,TBCD7_HUMAN,Q9P0N9,107080638;51256;
14274,MRAP_HUMAN,Q8TCY5,56246;
14275,SC22A_HUMAN,Q96IW7,26984;
14276,K132L_HUMAN,A8MWY0,222223;
14277,UBA3_HUMAN,Q8TBC4,9039;
14278,FAH2A_HUMAN,Q96GK7,51011;
14279,VTDB_HUMAN,P02774,2638;
14280,UBIM_HUMAN,P35544,2197;
14281,CI106_HUMAN,Q8NAJ2,
14282,OPSG_HUMAN,P04001,101060233;2652;728458;
14283,TPRN_HUMAN,Q4KMQ1,286262;
14284,NOV_HUMAN,P48745,4856;
14285,WDR16_HUMAN,Q8N1V2,146845;
14286,TCHL1_HUMAN,Q5QJ38,126637;
14287,PYRG2_HUMAN,Q9NRF8,56474;
14288,RICTR_HUMAN,Q6R327,253260;
14289,YPEL3_HUMAN,P61236,83719;
14290,CPS4L_HUMAN,A6NMK7,642843;
14291,O2T11_HUMAN,Q8NH01,127077;
14292,DSC1_HUMAN,Q08554,1823;
14293,AL9A1_HUMAN,P49189,223;
14294,RFX2_HUMAN,P48378,5990;
14295,SMBP2_HUMAN,P38935,3508;
14296,AB1IP_HUMAN,Q7Z5R6,54518;
14297,PF21B_HUMAN,Q96EK2,112885;
14298,TMM31_HUMAN,Q5JXX7,203562;
14299,EIF3I_HUMAN,Q13347,8668;
14300,LAMC2_HUMAN,Q13753,3918;
14301,TNKS2_HUMAN,Q9H2K2,80351;
14302,CCR6_HUMAN,P51684,1235;
14303,EVI5_HUMAN,O60447,7813;
14304,ARP21_HUMAN,Q9UBL0,10777;
14305,DGCR6_HUMAN,Q14129,8214;
14306,B3GL1_HUMAN,O75752,8706;
14307,GPC5C_HUMAN,Q9NQ84,55890;
14308,HPS3_HUMAN,Q969F9,84343;
14309,CEAM7_HUMAN,Q14002,1087;
14310,ECSIT_HUMAN,Q9BQ95,51295;
14311,ASZ1_HUMAN,Q8WWH4,136991;
14312,CK087_HUMAN,Q6NUJ2,399947;
14313,CA096_HUMAN,Q6IQ19,126731;
14314,DOXA1_HUMAN,Q1HG43,90527;
14315,TELT_HUMAN,O15273,8557;
14316,YIF1A_HUMAN,O95070,10897;
14317,HSP76_HUMAN,P17066,3310;
14318,ZN514_HUMAN,Q96K75,84874;
14319,CM016_HUMAN,Q8N6K0,121793;
14320,S26A1_HUMAN,Q9H2B4,10861;
14321,NARG2_HUMAN,Q659A1,79664;
14322,SAST_HUMAN,Q9NV23,55301;
14323,PCY1B_HUMAN,Q9Y5K3,9468;
14324,MDFIC_HUMAN,Q9P1T7,29969;
14325,TM63A_HUMAN,O94886,9725;
14326,T4S1_HUMAN,P30408,4071;
14327,ZN250_HUMAN,P15622,58500;
14328,CN045_HUMAN,Q8ND07,80127;
14329,DPH3_HUMAN,Q96FX2,285381;
14330,THADA_HUMAN,Q6YHU6,63892;
14331,GBRA5_HUMAN,P31644,2558;
14332,ELOV3_HUMAN,Q9HB03,83401;
14333,CCD58_HUMAN,Q4VC31,131076;
14334,S5A1_HUMAN,P18405,6715;
14335,RAM_HUMAN,Q9BTL3,83640;
14336,CS066_HUMAN,Q9NUL5,55337;
14337,PEG10_HUMAN,Q86TG7,23089;
14338,PHAX_HUMAN,Q9H814,51808;
14339,ULK3_HUMAN,Q6PHR2,25989;
14340,GNPI2_HUMAN,Q8TDQ7,132789;
14341,RAB5A_HUMAN,P20339,5868;
14342,ATCAY_HUMAN,Q86WG3,85300;
14343,WDR59_HUMAN,Q6PJI9,79726;
14344,MYL5_HUMAN,Q02045,4636;
14345,GSTT2_HUMAN,P0CG30,653689;
14346,SRSF2_HUMAN,Q01130,6427;
14347,SGCD_HUMAN,Q92629,6444;
14348,ZN596_HUMAN,Q8TC21,169270;
14349,CSRN1_HUMAN,Q96S65,64651;
14350,ACHA2_HUMAN,Q15822,1135;
14351,MXRA7_HUMAN,P84157,439921;
14352,FDXA1_HUMAN,Q9BRP7,91893;
14353,WDR55_HUMAN,Q9H6Y2,54853;
14354,ARP2_HUMAN,P61160,10097;
14355,LPH_HUMAN,P09848,3938;
14356,R3GEF_HUMAN,Q8TBN0,5866;
14357,PPIL4_HUMAN,Q8WUA2,85313;
14358,VATD_HUMAN,Q9Y5K8,51382;
14359,PRKN2_HUMAN,O60260,5071;
14360,RL27A_HUMAN,P46776,6157;
14361,SHP1L_HUMAN,Q9BZQ2,81626;
14362,ATP5H_HUMAN,O75947,10476;
14363,NR2E1_HUMAN,Q9Y466,7101;
14364,ARFG2_HUMAN,Q8N6H7,84364;
14365,TLR2_HUMAN,O60603,7097;
14366,TIM50_HUMAN,Q3ZCQ8,92609;
14367,ASH1L_HUMAN,Q9NR48,55870;
14368,RPC7_HUMAN,O15318,10622;
14369,MUC20_HUMAN,Q8N307,200958;
14370,SSFA2_HUMAN,P28290,6744;
14371,SHC3_HUMAN,Q92529,53358;
14372,FA7_HUMAN,P08709,2155;
14373,ICEF1_HUMAN,Q8WWN9,26034;
14374,EMSY_HUMAN,Q7Z589,56946;
14375,ARHGI_HUMAN,Q6ZSZ5,23370;
14376,FA55D_HUMAN,Q6UWF7,54827;
14377,TCP11_HUMAN,Q8WWU5,6954;
14378,ZN761_HUMAN,Q86XN6,388561;
14379,ZSC16_HUMAN,Q9H4T2,80345;
14380,SELM_HUMAN,Q8WWX9,140606;
14381,KCNKC_HUMAN,Q9HB15,56660;
14382,TPIP1_HUMAN,Q9HCN2,63970;
14383,ROA3_HUMAN,P51991,220988;
14384,BEND4_HUMAN,Q6ZU67,389206;
14385,KPCD2_HUMAN,Q9BZL6,25865;
14386,P121C_HUMAN,A8CG34,
14387,RT28_HUMAN,Q9Y2Q9,28957;
14388,DJC24_HUMAN,Q6P3W2,120526;
14389,RLBP1_HUMAN,P12271,6017;
14390,IGF2_HUMAN,P01344,3481;
14391,TRIP6_HUMAN,Q15654,7205;
14392,FA70A_HUMAN,Q5JRV8,55026;
14393,Z286A_HUMAN,Q9HBT8,57335;
14394,MEX3B_HUMAN,Q6ZN04,84206;
14395,OAZ1_HUMAN,P54368,4946;
14396,ACBG2_HUMAN,Q5FVE4,81616;
14397,DYH14_HUMAN,Q0VDD8,127602;
14398,KI20A_HUMAN,O95235,10112;
14399,RIOK3_HUMAN,O14730,8780;
14400,CX6A1_HUMAN,P12074,1337;
14401,BNIP2_HUMAN,Q12982,663;
14402,GSLG1_HUMAN,Q92896,2734;
14403,PRPH2_HUMAN,P23942,5961;
14404,CRYAA_HUMAN,P02489,102724652;1409;
14405,EIF3M_HUMAN,Q7L2H7,10480;
14406,CP088_HUMAN,Q1ED39,400506;
14407,MAG_HUMAN,P20916,4099;
14408,BMPR2_HUMAN,Q13873,659;
14409,NFIC_HUMAN,P08651,4782;
14410,UBR2_HUMAN,Q8IWV8,23304;
14411,HLPDA_HUMAN,Q9Y5L2,29923;
14412,SKAP_HUMAN,Q9Y448,90417;
14413,SYAM_HUMAN,Q5JTZ9,57505;
14414,LAX1_HUMAN,Q8IWV1,54900;
14415,PHX2A_HUMAN,O14813,401;
14416,MAP4_HUMAN,P27816,4134;
14417,SESN3_HUMAN,P58005,143686;
14418,KAIN_HUMAN,P29622,5267;
14419,CCKN_HUMAN,P06307,885;
14420,TM1L1_HUMAN,O75674,10040;
14421,SMCA2_HUMAN,P51531,6595;
14422,ELMO2_HUMAN,Q96JJ3,63916;
14423,TJAP1_HUMAN,Q5JTD0,93643;
14424,PRPF3_HUMAN,O43395,9129;
14425,SURF6_HUMAN,O75683,6838;
14426,TBRG1_HUMAN,Q3YBR2,84897;
14427,DCLK2_HUMAN,Q8N568,166614;
14428,CADH9_HUMAN,Q9ULB4,1007;
14429,RT22_HUMAN,P82650,56945;
14430,DMKN_HUMAN,Q6E0U4,93099;
14431,GIN1_HUMAN,Q9NXP7,54826;
14432,S18B1_HUMAN,Q6NT16,116843;
14433,TM219_HUMAN,Q86XT9,124446;
14434,KLH29_HUMAN,Q96CT2,114818;
14435,AL1A3_HUMAN,P47895,220;
14436,REQU_HUMAN,Q92785,5977;
14437,TM2D2_HUMAN,Q9BX73,83877;
14438,TREA_HUMAN,O43280,11181;
14439,CRGC_HUMAN,P07315,1420;
14440,BRK1_HUMAN,Q8WUW1,55845;
14441,ZN114_HUMAN,Q8NC26,163071;
14442,CK041_HUMAN,Q6ZVL6,25758;
14443,CCL19_HUMAN,Q99731,6363;
14444,HRSL5_HUMAN,Q96KN8,117245;
14445,VEZF1_HUMAN,Q14119,7716;
14446,HEBP2_HUMAN,Q9Y5Z4,23593;
14447,GTF2I_HUMAN,P78347,2969;
14448,EPCR_HUMAN,Q9UNN8,10544;
14449,CSN1_HUMAN,Q13098,2873;
14450,BUP1_HUMAN,Q9UBR1,51733;
14451,NAL14_HUMAN,Q86W24,338323;
14452,CY24B_HUMAN,P04839,1536;
14453,F90A1_HUMAN,Q86YD7,55138;
14454,B3A3_HUMAN,P48751,6508;
14455,PARVB_HUMAN,Q9HBI1,29780;
14456,CPNE5_HUMAN,Q9HCH3,57699;
14457,RXRB_HUMAN,P28702,6257;
14458,S2544_HUMAN,Q96H78,9673;
14459,ZN800_HUMAN,Q2TB10,168850;
14460,SPA12_HUMAN,Q8IW75,145264;
14461,WDR62_HUMAN,O43379,284403;
14462,PHF13_HUMAN,Q86YI8,148479;
14463,CO9_HUMAN,P02748,735;
14464,SMRD3_HUMAN,Q6STE5,6604;
14465,NCKX1_HUMAN,O60721,9187;
14466,CAPSL_HUMAN,Q8WWF8,133690;
14467,WNT7A_HUMAN,O00755,7476;
14468,ATS13_HUMAN,Q76LX8,11093;
14469,CB076_HUMAN,Q3KRA6,130355;
14470,MFS10_HUMAN,Q14728,10227;
14471,NR1I2_HUMAN,O75469,8856;
14472,AKA12_HUMAN,Q02952,9590;
14473,RBP2_HUMAN,P49792,5903;
14474,NOL9_HUMAN,Q5SY16,79707;
14475,EI2BD_HUMAN,Q9UI10,8890;
14476,RWDD3_HUMAN,Q9Y3V2,25950;
14477,RPE_HUMAN,Q96AT9,6120;
14478,MASU1_HUMAN,Q96EH3,115416;
14479,SCTR_HUMAN,P47872,6344;
14480,NDUA3_HUMAN,O95167,4696;
14481,ETV4_HUMAN,P43268,2118;
14482,S29A3_HUMAN,Q9BZD2,55315;
14483,KLF6_HUMAN,Q99612,1316;
14484,IMA4_HUMAN,O00505,3839;
14485,MARH6_HUMAN,O60337,10299;
14486,HEN1_HUMAN,Q02575,4807;
14487,ELMO1_HUMAN,Q92556,9844;
14488,MTFP1_HUMAN,Q9UDX5,51537;
14489,PKRI1_HUMAN,Q9H875,79706;
14490,PEPC_HUMAN,P20142,5225;
14491,G6PC_HUMAN,P35575,2538;
14492,NET3_HUMAN,O00634,4917;
14493,AKP13_HUMAN,Q12802,11214;
14494,DDX52_HUMAN,Q9Y2R4,11056;
14495,SYNE4_HUMAN,Q8N205,163183;
14496,KI67_HUMAN,P46013,4288;
14497,UCKL1_HUMAN,Q9NWZ5,54963;
14498,SCAFB_HUMAN,Q99590,9169;
14499,CA183_HUMAN,Q9NTI7,55924;
14500,WFDC2_HUMAN,Q14508,10406;
14501,GNA1_HUMAN,Q96EK6,64841;
14502,BPI_HUMAN,P17213,671;
14503,ABL2_HUMAN,P42684,27;
14504,UB2J2_HUMAN,Q8N2K1,118424;
14505,ZN287_HUMAN,Q9HBT7,57336;
14506,PUR4_HUMAN,O15067,5198;
14507,TTC34_HUMAN,A8MYJ7,100287898;
14508,RRP44_HUMAN,Q9Y2L1,22894;
14509,MRRP3_HUMAN,O15091,9692;
14510,IQCK_HUMAN,Q8N0W5,124152;
14511,B9D1_HUMAN,Q9UPM9,27077;
14512,SCFD1_HUMAN,Q8WVM8,23256;
14513,DLL1_HUMAN,O00548,28514;
14514,MELK_HUMAN,Q14680,9833;
14515,ZBT37_HUMAN,Q5TC79,84614;
14516,SPG21_HUMAN,Q9NZD8,51324;
14517,RGPA1_HUMAN,Q6GYQ0,253959;
14518,IPYR2_HUMAN,Q9H2U2,27068;
14519,NOCT_HUMAN,Q9UK39,25819;
14520,RFXAP_HUMAN,O00287,5994;
14521,F131A_HUMAN,Q6UXB0,131408;
14522,F264_HUMAN,Q16877,5210;
14523,MNF1_HUMAN,Q9BRT2,84300;
14524,CA066_HUMAN,Q96FB5,51093;
14525,HAND2_HUMAN,P61296,9464;
14526,MUC4_HUMAN,Q99102,4585;
14527,RPAB2_HUMAN,P61218,5435;
14528,SOCS4_HUMAN,Q8WXH5,122809;
14529,ELOB_HUMAN,Q15370,6923;
14530,MGST2_HUMAN,Q99735,4258;
14531,ZN121_HUMAN,P58317,7675;
14532,NACAD_HUMAN,O15069,23148;
14533,UTY_HUMAN,O14607,7404;
14534,S35C2_HUMAN,Q9NQQ7,51006;
14535,DEND3_HUMAN,A2RUS2,22898;
14536,FBX16_HUMAN,Q8IX29,157574;
14537,CH059_HUMAN,Q8N0T1,401466;
14538,AMPN_HUMAN,P15144,290;
14539,SARDH_HUMAN,Q9UL12,1757;
14540,SPTN2_HUMAN,O15020,6712;
14541,KRA92_HUMAN,Q9BYQ4,83899;
14542,CB079_HUMAN,Q6GMV3,391356;
14543,KBP_HUMAN,Q96EK5,26128;
14544,IDS_HUMAN,P22304,3423;
14545,LEU1_HUMAN,O43261,
14546,DGKQ_HUMAN,P52824,1609;
14547,EZH1_HUMAN,Q92800,2145;
14548,NXPH4_HUMAN,O95158,11247;
14549,UB2D1_HUMAN,P51668,7321;
14550,F185A_HUMAN,Q8N0U4,222234;
14551,MED17_HUMAN,Q9NVC6,9440;
14552,GA2L3_HUMAN,Q86XJ1,283431;
14553,PAX4_HUMAN,O43316,
14554,HMGA2_HUMAN,P52926,8091;
14555,WDR41_HUMAN,Q9HAD4,55255;
14556,CG043_HUMAN,Q8WVR3,55262;
14557,FRAT2_HUMAN,O75474,23401;
14558,ZN274_HUMAN,Q96GC6,10782;
14559,VAMP3_HUMAN,Q15836,9341;
14560,ERD21_HUMAN,P24390,10945;
14561,ZBT42_HUMAN,B2RXF5,100128927;
14562,MUC24_HUMAN,Q04900,8763;
14563,P2RX2_HUMAN,Q9UBL9,22953;
14564,TIF1A_HUMAN,O15164,8805;
14565,CT160_HUMAN,Q9NUG4,140706;
14566,RS28_HUMAN,P62857,6234;
14567,MCM4_HUMAN,P33991,4173;
14568,ALLC_HUMAN,Q8N6M5,55821;
14569,ODBA_HUMAN,P12694,593;
14570,ABEC4_HUMAN,Q8WW27,403314;
14571,RAB32_HUMAN,Q13637,10981;
14572,TPOR_HUMAN,P40238,4352;
14573,DB127_HUMAN,Q9H1M4,140850;
14574,KI2L3_HUMAN,P43628,3804;
14575,PNOC_HUMAN,Q13519,5368;
14576,T22D3_HUMAN,Q99576,1831;
14577,LRC8B_HUMAN,Q6P9F7,23507;
14578,HRG_HUMAN,P04196,3273;
14579,ELL3_HUMAN,Q9HB65,80237;
14580,MYL9_HUMAN,P24844,10398;
14581,MEIS3_HUMAN,Q99687,56917;
14582,CAN12_HUMAN,Q6ZSI9,147968;
14583,RPGF5_HUMAN,Q92565,9771;
14584,DDRGK_HUMAN,Q96HY6,65992;
14585,EIF3D_HUMAN,O15371,8664;
14586,PGBD2_HUMAN,Q6P3X8,267002;
14587,ARNT2_HUMAN,Q9HBZ2,9915;
14588,MED8_HUMAN,Q96G25,112950;
14589,ALS2_HUMAN,Q96Q42,57679;
14590,KIF5A_HUMAN,Q12840,3798;
14591,CCG6_HUMAN,Q9BXT2,59285;
14592,STRAP_HUMAN,Q9Y3F4,11171;
14593,CIDEA_HUMAN,O60543,1149;
14594,SPESP_HUMAN,Q6UW49,246777;
14595,ISK5_HUMAN,Q9NQ38,11005;
14596,KLH12_HUMAN,Q53G59,59349;
14597,CYTIP_HUMAN,O60759,9595;
14598,RFC4_HUMAN,P35249,5984;
14599,GAS1_HUMAN,P54826,2619;
14600,GIMA2_HUMAN,Q9UG22,26157;
14601,HPHL1_HUMAN,Q6MZM0,341208;
14602,VASP_HUMAN,P50552,7408;
14603,CHIA_HUMAN,Q9BZP6,27159;
14604,CCNB3_HUMAN,Q8WWL7,85417;
14605,LRRD1_HUMAN,A4D1F6,401387;
14606,BIN1_HUMAN,O00499,274;
14607,SETD4_HUMAN,Q9NVD3,54093;
14608,ACHE_HUMAN,Q04844,1145;
14609,ECP_HUMAN,P12724,6037;
14610,CC106_HUMAN,Q9BWC9,29903;
14611,F1712_HUMAN,A8MVW0,284069;
14612,TCPG_HUMAN,P49368,7203;
14613,BCOR_HUMAN,Q6W2J9,54880;
14614,XRCC4_HUMAN,Q13426,7518;
14615,GEN_HUMAN,Q17RS7,348654;
